id,unique_id,tag,keyword,first_editor,last_editor,yomi,content
119,119,チャレンジ用語,半石化,albut3,albut3,はんせきか,ゲキニガスプレーの効果が切れた瞬間に敵を倒せるように仕込みを行うこと。チャレンジモードの基本技術の1つで、様々な敵に対してセットアップ手順が確立されている。<br>以下は一例だが、仕込み方法は個人差がある。<br>※数字は投げる匹数、ニガ　はそのタイミングでゲキニガスプレーを打つことを指す。<br>足元の指定がない場合は上からピクミンをぶつけることとする。<br>・アカチャッピー（寝）ゲキカラピクミン：1ニガ1<br>・アカチャッピー（起）ゲキカラピクミン：ニガ　足元から2<br>・テンテンチャッピー（寝）白ピクミン：ニガ5<br>・テンテンチャッピー（起）黄/白ピクミン：ニガ　足元から中速で5。または、2ニガ3<br>・ヤキチャッピー　赤ピクミン：3ニガ2　または　ニガ6<br>・ヤキチャッピー　ゲキカラピクミン：ニガ　足元から4<br>・イモガエル　ゲキカラピクミン：2ニガ（ニガ2でも勝手に倒してくれる）<br>・ブタドックリ　ゲキカラピクミン：ニガ3<br>・クマチャッピー　ゲキカラピクミン：3ニガ。または、ニガ　低速で4<br>・タマコキン　紫ピクミン：ニガ2<br>・タマコキン　黄ピクミン：3　少し待ってニガ
120,120,チャレンジ用語,ピクハラ,albut3,albut3,ぴくはら,ピクミンハラスメントの略。内容はさまざま
121,121,チャレンジ用語,ラン対,albut3,albut3,らんたい,ランダムステージ対戦の略。ユーザー主催でランダムに選ばれたチャレンジモードのステージに同時に入場し、タイムを競うイベント。みなさん参加しましょう。
122,122,こてしらべの洞窟,鍵調整,albut3,albut3,かぎちょうせい,「鍵が回収されてから数秒間、ポッドの吸い込み受付が停止する」という仕様があり、これを回避するために鍵が吸い込まれるタイミングを調整すること。全ステージで発生するが、こてしらべB1とデメマダラB4で特によく起こる。鍵を早く回収するか、もしくはポッドに到着してから回収されるまでの間に最後のメダルを到着させることで回避する。
123,123,新参者の試練場,中央スタート,albut3,albut3,ちゅうおうすたーと,13.6%の確率でB1中央拠点からスタートできる。最初に行った部屋は紫のみの運搬で処理でき、白に余裕ができるので一般的に良い地形とされる。
124,124,新参者の試練場,S字,albut3,albut3,えすじ,B2で丸部屋スタート、その先に三日月部屋が2つ接続している地形のこと（22％）。全体がS字に見える。かなり悪い地形であり、B1で2セットを引いたあとに来ると泣く。
125,125,新参者の試練場,例の地形,albut3,albut3,れいのちけい,B2で三日月の地形からスタート（13.6%）する地形のことを言う。最も確率が高い通常地形に比べると埋まり宝が見つかりにくく難しいが、1/26の確率でタマゴムシ2セットが存在するのでロマンがある。例の地形それぞれの名称はYY（三日月が同じ向きで2個くっついているやつ）、S字みたいなやつ、税務署（三日月どうしが2箇所で繋がっている地形）。
126,126,新参者の試練場,2階2セット,albut3,albut3,にかいにせっと,B2でタマゴムシ2セットが出てくること。確率は約1/180。かつて、B2にタマゴムシ2セットが存在することは知られていなかったが、ミラン氏のツイートから2セット疑惑が生まれ、その後様々な人が観測したことから広まることになった。
127,127,新参者の試練場,ごれい・サーチ,albut3,albut3,ごれいさーち,コガネモチ系統の出現候補場所のこと。今はCavegenを使うことで確認できる。多すぎて覚えるのが難しい。丸部屋の候補地点のうち、接続口を下に見て左下にある地点は見落としやすいのでここだけ覚えておくといいことがあるかも。
128,128,新参者の試練場,マネキン・サーチ,albut3,albut3,まねきんさーち,新参B2の三日月地形で宝が埋まっている候補地点4箇所（袋小路を除く）のことで、罫線氏のツイートによって広まった。覚えると非常に有利になる。場所は下図の通りで、床模様もしくは近くの壁の形状を使って場所を覚えるのが良い。
129,129,神々のおもちゃ箱,敵判別,albut3,albut3,てきはんべつ,"B1アカコチャッピー6体、B2テンコチャッピー6体はそれぞれEasyEnemy3体、HardEnemy3体ずつの内訳になっており、B1のHardは必ず重さ10、B2のHardは重さ10以上、B2のEasyは5,6,8のいずれかの宝を出す。それぞれ候補地点を覚えておけば、倒す前に自動運搬のために適切なピクミン数を投げることができ効率化が見込める。候補地点はCaveGenで確認できる。"
130,130,神々のおもちゃ箱,Gルート,albut3,albut3,じーるーと,B2初手で図の赤矢印のように進むこと。Gはごれい氏のこと。
131,131,神々のおもちゃ箱,内側,albut3,albut3,うちがわ,B2の拠点～踏切までの道のりに何体の敵がいたかを示すのによく使われ、内側N体と表現される。内側にいる敵の数が多いほどタイムは多く残りやすい。間欠泉に近いところにいる敵も内側に分類されるが、そこまで行くと少し遠いので恩恵は少なくなる。
132,132,神々のおもちゃ箱,親子連れ,albut3,albut3,おやこづれ,テンテンチャッピーとテンコチャッピーが一緒にいること。テンコチャッピーは設定上は擬態なので本当の親子ではない
133,133,神々のおもちゃ箱,絶対死ぬ場所,albut3,albut3,ぜったいしぬばしょ,上図で言う右下あたりを指す。Wii版だと初手で線路を挟んだ対岸の宝と敵を運搬するのが定石だが、その運搬隊をのちのち妨害してくるのでGルートで進むと対処できなくて食べられてしまう。この場所に敵がいるときは最優先で目指すのが良い。
134,134,神々のおもちゃ箱,分断,albut3,albut3,ぶんだん,図の右上、対岸の宝のすぐ近くにいるテンコチャッピー（HardEnemy）について、宝が下側、死体は左側に向けて運搬されていく現象のこと。非常に高頻度で発生する。誘導すれば同じ方向に運搬させることができるがかなり難しい。この場所にテンコチャッピーが居る場合は運搬前にテンテンチャッピーを倒さないといけない。
135,135,神々のおもちゃ箱,仕事してましたアピール,albut3,albut3,しごとしてましたあぴーる,宝についたピクミンが引っかかり、持てていないために運び出せない現象はよくあるが、画面に入れたとたんに運び出すことがある。神々B2のベーゴマを運搬するときによく発生するので、11匹以上投げるのを推奨。
136,136,あのひとの庭,ヤクザ地形,albut3,albut3,やくざちけい,下図の地形のこと（1/18）。壁1個が無関係な場所にあるのが確定しており、平均的に良いタイムが期待できる。ピクミンヤクザ氏の旧WRで有名な地形であることからこう呼ばれる
137,137,あのひとの庭,yakuza mizunomukounasi,albut3,albut3,やくざみずのむこうなし,ヤクザ地形に加えて隣の部屋の水の向こうに何もない配置（約1/120）。水の向こうにある物は少ないほうが好記録が期待できる。名前は§マリルイ氏の全探索でつけられた変数名。
138,138,あのひとの庭,ヤクザかぶれ,albut3,albut3,やくざかぶれ,下図の地形のこと。拠点近くに物が生成される地点が多く、上振れを引くとヤクザ地形を上回りうるポテンシャルを持つ。実際、この地形のプレイがWRであった時期もある。
139,139,グリーンホール,餌やり,albut3,albut3,えさやり,ハチャッピーの正面にピクミンを投げること。ハチャッピーは正面に対してかなり捕食反応が強いので良くない行為である。
140,140,グリーンホール,2Fタマゴ,albut3,albut3,にかいたまご,2Fにタマゴが生成される地形（6％）。タマゴが存在する場合はフルーツが拠点近くに置かれているのですぐ分かる。タマゴがあるうえに良い配置
141,141,グリーンホール,コチャ落とし,albut3,albut3,こちゃおとし,コチャッピーを段差から落として拠点に近づける誘導。ヤキチャッピー＋フルーツ2個＋コチャッピー1～2体運搬でピクミンを使い切り、離れたところにいるコチャッピーを誘導して落とすことでタイム向上が見込める。配置によっては2体落とすことも可能。フルーツが背後にある場合は誘導しないほうが早い。
142,142,地下の温室,十字スタート/犯罪,albut3,albut3,じゅうじすたーとはんざい,十字の部屋からスタートすること（13.6％）。丸部屋スタートよりも一般にタイムが良くなりやすい。B2も十字部屋からスタートすることがあり、B2十字はタイムの得がさらに大きい。ランダム対戦においては十字スタートを引くと勝率が急上昇するので犯罪と呼ばれるが、B1の十字は実はアドバンテージがそこまで大きくないので巻き返されることも。
143,143,地下の温室,黄金比,albut3,albut3,おうごんひ,B2において、15＋1＋10を運搬→9匹引き抜き6を運搬→回収が終わった1+10+隊列3でブタ2匹運搬 というルートを取ること。ブタドックリが近いとやりやすい。
144,144,鉄人の穴,危険な岩,albut3,albut3,きけんないわ,B2 ミヤビフタクチが吐いた岩が特定のスペースの中から出られなくなって転がり続けること。判定が残り続けるので危険。運搬物をぶつけて破壊するかその場にしばらく近づかないのが対策となるが、そもそもこのような状況を起こさないように岩を吐かせるのが良い。
145,145,赤の洞窟,居ない配置,albut3,albut3,いないはいち,アカコチャッピーが15匹未満しかいない配置のこと。しばしば発生する。速いと思ったら数が足りないのは日常茶飯事。
146,146,赤の洞窟,犯罪,albut3,albut3,はんざい,ランダム対戦において、特にアカコチャッピーが11匹もしくは12匹の配置でプレイすること
147,147,赤の洞窟,俺はTASと張り合う,albut3,albut3,おれはたすとはりあう,かつて、チャレンジモードのプレイヤーが赤の洞窟でxs姫sx氏のTASとスコアを争い合っていたときに残された有名な一言コメント。
148,148,花園を荒らすもの,手前3個 / 奥0個,albut3,albut3,てまえさんこおくぜろこ,拠点側の部屋に埋まり宝が3個存在していること。3個とも拠点側に埋まっている確率は3.7%である。奥で1個も見つからないとよくこの言葉が発されるが、奥の埋まりを単に発見できていないことが大半である。
149,149,花園を荒らすもの,残業 / 36協定,albut3,albut3,ざんぎょうさぶろくきょうてい,残業は埋まり宝が見つからないので残りを探し回ること。見つからなさすぎて残りタイムが36を下回ると36協定に違反すると言われる。36協定は現実社会に実際に存在する協定および、GCの任天堂公式記録（残りタイム35）に勝てる最低ラインであることに由来する。
150,150,たそがれの庭,理想地形/準理想地形,albut3,albut3,りそうちけいじゅんりそうちけい,たそがれの庭は奥の部屋までが近い/遠い の2種類の接続があり、奥の部屋は分かれ道/一本道の2種類がある。奥の部屋までが近く、分かれ道である地形（8の字みたいなやつ）は理想地形、奥の部屋までが近いが一本道である地形は準理想地形と呼ばれる。それぞれの地形の中でも、特に拠点側の袋小路に間欠泉が出る配置、拠点のすぐそばにメダルがある配置はとりわけ良いものとされる。
151,151,たそがれの庭,1/4,albut3,albut3,よんぶんのいち,4分の1で生成される地形を引くこと。ちなみに全ての地形の生成率が1/4なので意味のない言葉だが、大体一番良い地形か一番悪い地形を指して使われる。
152,152,たそがれの庭,植物理論,albut3,albut3,しょくぶつりろん,植物があるところにはウジンコが出ないという法則。特に場外に出てくるウジンコを判別する際には植物理論が非常に有効である。ただし、候補地点が複数集中しているところでは植物のすぐ隣から出てくることもあるので注意が必要。
153,153,たそがれの庭,黄昏を見よ,albut3,albut3,たそがれをみよ,当時WR保持者の1人 バライト氏の一言コメント。現代で誰か使ってほしい
154,154,かくしもちの洞窟,全手前,albut3,albut3,ぜんてまえ,B1、B2、B3の全てで拠点の部屋に宝が埋まっていること。各階層で手前に埋まっている確率は1/5で、全手前は1/125である。
155,155,かくしもちの洞窟,穴手前確定,albut3,albut3,あなてまえかくてい,B2、B3、B4において、敵が拠点からはるか遠い場所に存在すること。HardEnemyは次の階層に行く穴の近くには生成されないという法則があるため、遠い場所に敵がいる場合は必ず手前に穴が出る。悪い配置を形容する言葉として使われる。
156,156,コンクリート迷路,タマゴ消失/例の地形,albut3,albut3,たまごしょうしつれいのちけい,B3で袋小路どうしが繋がった地形を引いてしまうこと（6％）。特徴的な地形をしているのですぐ分かる。この地形を引くとタマゴは必ず消失し、7割ぐらいの確率でポポガシグサも1つしかない。
157,157,コレクタールーム,早起き,albut3,albut3,はやき,チャッピーを解散で倒すときに突っ込むタイミングを誤り早起きされてしまうこと。その後大体食べられる。
158,158,コレクタールーム,人権表,albut3,albut3,じんけんひょう,各階層の早さを示す指標として作成された表。
159,159,コレクタールーム,完全不在土器,albut3,albut3,かんぜんふざいどき,B6で完全不眠土器カフェオレが存在しない配置（約1/150）。袋小路が少ないとなりやすい
160,160,ショイグモの巣,テー,albut3,albut3,てー,ショイグモが反撃する音。特にキショイグモ
161,161,ショイグモの巣,宝を持つやつ,albut3,albut3,たからをもつやつ,ショイグモの巣には宝のそばに配置されるショイグモが3匹いるが、そこ以外に配置されるショイグモでも宝を持ちにいくやつがいる。ポッド正面を12時として、12時にいるショイグモと、11時付近にいるショイグモ（11時のショイグモは近くにある宝がアクアティックマインだと高確率で取りに行く。エアシューター、むしばのとも でもたまに）で発生。12時のショイグモは厄介なので初手で討伐することが推奨されている。
162,162,大足の穴,ゾウデレ,albut3,albut3,ぞうでれ,本来振り払いが発生するはずの回数を攻撃していても、ゾウノアシが振り払いをせずに通常行動をすること。開幕でたくさん攻撃しているのに振り払わずに歩き出すことを一般にゾウデレといい、歩いた後に振り払わずに休憩することを後ゾウデレという。ゾウデレ＋後ゾウデレの両方を起こすことを真・ゾウデレという。ゾウデレはセットアップ手順が確立されており再現可能だが、後ゾウデレおよび真・ゾウデレは安定手法が確立されていない。特定のHPを下回ると敵のAIがリセットされる仕様が発生原因とされているが、具体的にいくつを下回ると発生するかはいまだ不明である。
163,163,大足の穴,解散討伐,albut3,albut3,かいさんとうばつ,ムラサキショイグモを解散で倒すこと。敵に取りついて攻撃したピクミンはショイグモに対して解散で攻撃が通るようになる謎仕様があり、それを利用したもの。振り払われたり物を掴んだりすると効力が消える。
164,164,大足の穴,ねぶくろ戦法,albut3,albut3,ねぶくろせんぽう,ゾウノアシにピクミンを投げてから、片方のリーダーを間欠炎の近くで寝かせる手法のこと。こうすると間欠炎を壊したピクミンがリーダーを運んで帰還するので、作業を終えた後に交代することでスムーズに第2陣で行動できる。ゾウデレが成功しないと寝かせるための時間が足りない。Wii版は土管の通路から拠点に笛が届くのでねぶくろ戦法をする必要はない。
165,165,食神のかまど,フリーズ,albut3,albut3,ふりーず,食神のかまどをプレイしているとたまにフリーズしてしまう。パンモドキの挙動が関係あるが詳しい原因は不明で、発生を避けることもできない。
166,166,食神のかまど,バキューム,albut3,albut3,ばきゅーむ,パンモドキが巣に近い場所で物を掴んだとき、自分の巣に吸い寄せるように持ち帰る事象。物を掴むタイミングのほか、ピクミンが巣の近くで物に加勢しても発生するので注意が必要。
167,167,食神のかまど,死体マニア,albut3,albut3,したいまにあ,パンモドキがなぜか宝よりも死骸を取りたがること。検証してないけど有意差があると思う
168,168,三色試練場,三色試練場の法則,albut3,albut3,さんしょくしれんじょうのほうそく,下図で、沸きタマゴムシはタマゴがある場所よりも小さい番号にしか出ないという法則。不時着氏によって広められた。
169,169,三色試練場,珍しい場所,albut3,albut3,めずらしいばしょ,ステージ中央付近にあるL字壁の角に宝が置かれていること。埋まり宝も存在することがあり、袋小路を全て探したのに見つからない場合はここに埋まっている。
170,170,炎と水の試練場,ヤキチャ不在,albut3,albut3,やきちゃふざい,土管部屋が2つある地形のこと。これを引くとヤキチャッピーが存在せず、脱出不可能。
171,171,炎と水の試練場,2308,albut3,albut3,にせんさんびゃくはち,B1でショイグモが1体見つかっていない状態で全回収した金額。2308にならないように細心の注意を払おう。
172,172,炎と水の試練場,ガバプール,albut3,albut3,がばぷーる,B2地形の水の部分のこと。陸地を処理しているときにガバると赤ピクミンが転落する。大体の場合青ピクミンを投げることでしか救うことができない。
173,173,炎と水の試練場,隣接 / 両隣接,albut3,albut3,りんせつりょうりんせつ,B2で拠点に水槽部屋が隣接することを隣接という。引けるとタイムが早くなる。水槽部屋の隣接に加えて、ブタドックリorテンテンチャッピーがいる小部屋も拠点に隣接することを両隣接（8.9%）といい、B2の理想地形である。
174,174,鼻息の洞穴,フーセン落とし,albut3,albut3,ふーせんおとし,B2でフーセンドックリ、アオケダタラを場外に落とすこと。ゲキニガスプレーか紫ピクミンを使って落とすのが一般的。ゲキニガスプレーの場合は全身が場外にいないと落とせない。紫を使う場合は笛で呼び戻せる場所に付けないといけない。
175,175,鼻息の洞穴,最強のフーセンドックリ,albut3,albut3,さいきょうのふーせんどっくり,B2でフーセンドックリやアオケダタラを落とすとき、十分な大きさの穴が開いてないと奈落まで落ちない。例えば真ん中の空洞などは途中で引っかかってしまう。そのうえ付いたピクミンを奈落死させてくるので引っかかる場所には落としてはいけない。陸地に誘導する。
176,176,巨人のトイレ,手前白ポン,albut3,albut3,てまえしろぽん,B2で拠点そばにしか白ポンガシグサがない配置。普通よりもタイムが悪くなる。
177,177,巨人のトイレ,すり抜け,albut3,albut3,すりぬけ,B2ケメクジの背中の弱点にピクミンが当たりにくくなる現象。ケメクジが移動した瞬間にリーダー交代で動きを止めると発生しやすいと推測されるが詳しい原理は不明。本編でも発生する。
178,178,土とんの洞窟,3274/3349,albut3,albut3,さんぜんいひゃくななじゅうよんさんぜんさんびゃくよんじゅうきゅう,B1の全回収金額はウジンコとトビンコの数によって変動する。3349はB1の最大金額（ウジ♂が6匹出たとき）で、3274は最低金額（トビンコが6匹出たとき）。3274、3298～3299、3322～3324、3346～3349ポコがある。
179,179,土とんの洞窟,オブジェ,albut3,albut3,おぶじぇ,アカヘビガラスが潜るとき、飛び上がって頭がちょうど地面を通過するタイミングで石化することで隊列操作で頭に攻撃を通せるようになる技。頭の中でもくちばし寄りの位置が通過するときに石化しなければ成功しないため難しい。
180,180,地底警備室,水晶に異常な興味を示すやつ,albut3,albut3,すいしょうにいじょうなきょうみをしめすやつ,クマチャッピーがノー・フューチャーにハマって移動できない状態になっていること。高頻度で発生する。こちらから近づかないと引きはがせないのでタイムが遅くなってしまう。
181,181,ひみつの花園,隔離スタート / 水路スタート,albut3,albut3,かくりすたーとすいろすたーと,スタート位置は2種類あり、孤立した空間から始まるものを隔離スタート、水路から始まるものを水路スタートという。
182,182,ひみつの花園,隔離ポポ / 42配置,albut3,albut3,かくりぽぽよんじゅうにはいち,隔離された空間にポポガシグサが出てくる配置は、隔離ポポあるいは42配置と呼ばれる。行くのに時間がかかるうえに使えないピクミンが生じるのでタイムロスになる。水路スタートの場合は隔離された空間が2つあるので隔離ポポの確率がやや高い
183,183,ひみつの花園,全討伐,albut3,albut3,ぜんとうばつ,サンショクシジミ24匹を全て討伐すること。当然高スコアが期待できるが難しい
184,184,さらいの洞窟,さらい山,albut3,albut3,さらいやま,中央にある螺旋が特徴的な地形パーツのこと。さらい山の手前側だけに敵や宝があると特に良い配置である。さらい山の頂上に敵がいると大体ろくなことにならない。
185,185,さらいの洞窟,クロワッサン,albut3,albut3,くろわっさん,ピクミンを誘導して上に登らせる高台がある地形パーツのこと。天罰の穴にも同様の地形がある。ちなみにクロワッサンに置いてある宝はピクミン誘導を使わなくても直接上に届く。
186,186,さらいの洞窟,石化吸い込み,albut3,albut3,せきかすいこみ,オオマンマン吸い込みの際に足元に向けて走りながらゲキニガスプレーを噴射すると、リーダー吸い込み→石化の順で発生するという技。オオマンマンは石化状態でレバガチャで脱出すると粉砕して倒すことができる仕様があるため、それに繋げることができる。
187,187,さらいの洞窟,さらい消失,albut3,albut3,さらいしょうしつ,サライムシが存在しない配置のこと。ちなみにさらい山がない地形（クロワッサン＋広場が接続）の場合は必ずサライムシが存在する。
188,188,さらいの洞窟,サクレ調整,albut3,albut3,さくれちょうせい,サクレウラメはHPが半分を下回ると落としてから復帰までが早くなる仕様がある。そのため、浮き上がりの演出までにギリギリHP半分切らない程度のピクミン量を付けることで放置討伐を狙うことができる。
189,189,秘密兵器実験場,ブラジル / 邂逅,albut3,albut3,ぶらじるかいこう,B1拠点から遠く離れた場所でタマコキンと出会うこと
190,190,秘密兵器実験場,対岸,albut3,albut3,たいがん,B2で拠点の近くから見えるが遠回りしないと行くことができない袋小路のこと。拠点からダッシュ投げを使うと宝を運び出すことができる。wiiは普通に投げるだけで届く
191,191,秘密兵器実験場,手前おやじ / 対岸おやじ,albut3,albut3,てまえおやじたいがんおやじ,B2では重さ30の宝（おやじのおもいで）の位置が特に重要であり、近い2箇所にある場合は手前おやじ（良い配置）、対岸にある場合は対岸おやじと呼ばれる。
192,192,倍々ゲームの穴,初手入れ,albut3,albut3,しょていれ,B1で赤から色が変わらないうちにポポガシグサに入れること。カメラに入れた瞬間にピクミンを投げる必要がある。GCだとダッシュ投げを使う必要があり練習が必要。
193,193,倍々ゲームの穴,赤100戦法,albut3,albut3,あかひゃくせんぽう,赤ピクミンを100匹作ってB3に行く戦法。青ピクミンが必要な配置を引いた瞬間にゲームエンドする代わりに、青が必要ない配置を引くと非常に早い。
194,194,倍々ゲームの穴,寝起きドッキリ / 寝起きチャレンジ,albut3,albut3,ねおきどっきりねおきちゃれんじ,B2で壁のすぐ近くで寝ているアカチャッピーに対して、壁作業を終えたピクミンが自動で突っ込んでいくこと。放置しているだけで高確率でアカチャッピーを倒すことができるが、たまに食べられる。
195,195,倍々ゲームの穴,たまご10個,albut3,albut3,たまごじゅっこ,B3でタマゴ10個が置いてある配置のこと。2^32通りの乱数の中から1つなので誰も見たことがないし今後も見れないだろう。人類の夢として語られる
196,196,天罰の穴,ケヤキ,albut3,albut3,けやき,ケチャッピーとヤキチャッピーをまとめてこう呼ぶ。両方手前、あるいは両方奥にいることを伝えるためによく使われる。
197,197,天罰の穴,1匹旅戦法,albut3,albut3,いっぴきたびせんぽう,1匹だけ奥に連れて行き、ねぶくろで帰還することで脅威を先に排除しておく戦法。ねぶくろは常にカメラに入れておかないとサクレショイグモが起爆しにくい。改良版で、5匹奥に連れて行き、アカコチャッピーがいる切り株に4匹投げて残り1匹で帰還する戦法もある。こちらも1匹旅戦法と呼ばれることが多い。
198,198,天罰の穴,絶対見つからない場所 / 例の場所,albut3,albut3,ぜったいみつからないばしょれいのばしょ,キショイグモは運搬物が通過しないと出てこないが、通常はモノが通過しないような場所に割り当てられているときがある。絶対見つからない場所は、狭義には図の赤矢印の場所を指し、ねぶくろを使って意図的にその場所を通らないと出すことができない。また、奥の青矢印の場所も注意が必要。
199,199,どっすん迷路,場外 / 落下エレキ,albut3,albut3,じょうがいらっかえれき,エレキムシが場外に降ってきてそのまま落下していくこと。宝は出てくるが死骸がなくなるため、30点の損失になる。タマゴムシを引いたときに落下すると泣く。
200,200,どっすん迷路,3部屋 / 4部屋,albut3,albut3,さんへやよんへや,拠点がある部屋を除いて3部屋（4部屋）存在する地形のこと。3部屋の場合は土管通路が1つしか生成されず、2土管と比べて良い地形であるとされる。4部屋は土管通路が存在しない地形であり、キショイグモが消失するのでスコアアタックはできない。
201,201,どっすん迷路,壁貫通,albut3,albut3,かべかんつう,壁に密着してから、壁に向かって遠投するとピクミンが壁の向こう側に突き抜ける現象。これを使うと部屋近くの壁でもアメボウズの脅威から逃れつつ壁を崩すことができるうえ、壁を崩した後にメダルを勝手に運んでくれる確率が上がるので、アメボウズが出る前に1匹仕込んでいくと有効（放置しすぎると壁が崩れてしまい潰される可能性あり）。おそらくこの戦法を実用できるのはWiiのみ。
202,202,どっすん迷路,ローラーキル,albut3,albut3,ろーらーきる,部屋の敵を出すだけ出してから画面外にして放置し、アメボウズに全員倒してもらう戦法。エレキムシはひっくり返したまま画面外にする必要があり、また近くにピクミンやリーダーが居てはいけない。ゲキニガスプレーを使うと簡単に画面外にすることができる。轢いてくれるかどうかはアメボウズ次第。
203,203,どっすん迷路,3112,albut3,albut3,さんぜんひゃくじゅうに,エレキムシが1体見つかっていない状態で全回収した金額。よく見る。要注意
204,204,どっすん迷路,共に歩む,albut3,albut3,ともにあゆむ,アメボウズが直立姿勢のままゆっくり移動する事象。発生条件はよくわかっていない。名称はアメボウズの移動速度が紫の運搬速度とほぼ等速であることから。
205,205,スナイパールーム,2バケツ,albut3,albut3,にばけつ,バケツ部屋が2つ存在すること。フタクチドックリがバケツの上に出現する。かなり悪い地形だが袋小路の数が普通より多く、タマゴが2個以上ある確率が少し高い。拠点となりのバケツ部屋が遠回りの場所にあるときは遠回り2バケツと呼ばれ、最悪である。2バケツはロード時間が通常より少し長いため、開幕のロード画面の長さで判別できる。
206,206,スナイパールーム,ふたまた,albut3,albut3,ふたまた,拠点にバケツ部屋とフタクチ部屋の両方が隣接している地形。悪いふたまた（遠いほうにバケツ部屋）と良いふたまた（近い方にバケツ部屋）の2種類あり、後者は良地形である。悪いふたまたは配置による。
207,207,デメマダラの巣窟,珍しい方スタート,albut3,albut3,めずらしいほうすたーと,B2で普通とは逆側からスタートすること（13.6%）。普通のスタートより植物が少なく、少し狭い部屋であることが特徴。珍しいスタートの方が奥にコチャッピー類がいる確率が高く、またクマチャッピーが奥に居座りやすいので基本的に悪い事象。手前クマチャッピー奥散歩罪 B2で手前側の部屋にクマチャッピーが居て、それが開幕で奥の部屋に向かって歩いていくこと。大きなタイムロスとなる。同類の用語として、奥クマチャッピー奥居座り罪がある。
208,208,デメマダラの巣窟,手前クマチャッピー奥散歩罪,albut3,albut3,てまえくまちゃっぴーおくさんぽざい,B2で手前側の部屋にクマチャッピーが居て、それが開幕で奥の部屋に向かって歩いていくこと。大きなタイムロスとなる。同類の用語として、奥クマチャッピー奥居座り罪がある。
209,209,デメマダラの巣窟,1ターンキル,albut3,albut3,わんたーんきる,クイーンチャッピーを転がり攻撃なしで倒すこと。HPが一定値を下回るとAIがリセットされる原理が影響しており、人間には制御できない。が、開幕からの動きを固定化することである程度再現できる。
210,210,デメマダラの巣窟,1.33ターンキル,albut3,albut3,いってんさんさんたーんきる,クイーンチャッピーが転がり、壁に当たった瞬間に隊列を押し付け、HPを削り切ること。最初に逆側に転がって戻ってきたときに削り切った場合は1.66ターンキルになる。削り切れないとすごいことになる。また、削り切れても運が悪いと犠牲が出る可能性がある。
211,211,デメマダラの巣窟,良い方スタート / 悪い方スタート,albut3,albut3,いいほうすたーとわるいほうすたーと,B5ですぐ近くに水たまりがある場所からスタートすることを悪い方スタート、広場っぽい感じの場所からスタートすることを良い方スタートという。この2つは10点程度の差がある。
